时间,采集时间
2025/06/27 10:30:18:571,60ms
2025/06/27 10:30:20:040,120ms
2025/06/27 10:30:20:156,40ms
2025/06/27 10:30:20:598,120ms
2025/06/27 10:30:20:710,40ms
2025/06/27 10:30:30:534,23ms
2025/06/27 10:30:30:674,35ms
2025/06/27 10:30:32:123,52ms
2025/06/27 10:30:47:102,77ms
2025/06/27 10:30:47:912,27ms
2025/06/27 10:30:48:584,33ms
2025/06/27 10:30:48:959,32ms
2025/06/27 10:30:54:164,62ms
2025/06/27 10:30:54:705,20ms
2025/06/27 10:30:54:873,68ms
2025/06/27 10:30:56:346,70ms
2025/06/27 10:30:56:484,56ms
2025/06/27 10:30:56:739,60ms
2025/06/27 10:30:58:163,120ms
2025/06/27 10:30:58:274,40ms
2025/06/27 10:30:58:671,120ms
2025/06/27 10:30:58:786,40ms
2025/06/27 10:31:08:602,22ms
2025/06/27 10:31:08:744,36ms
2025/06/27 10:31:37:170,77ms
2025/06/27 10:31:38:023,27ms
2025/06/27 10:31:38:688,33ms
2025/06/27 10:31:39:191,32ms
2025/06/27 10:31:44:454,62ms
2025/06/27 10:31:44:996,20ms
2025/06/27 10:31:45:166,68ms
2025/06/27 10:31:46:597,70ms
2025/06/27 10:31:46:733,56ms
2025/06/27 10:31:46:988,60ms
2025/06/27 10:31:48:432,120ms
2025/06/27 10:31:48:547,40ms
2025/06/27 10:31:49:055,120ms
2025/06/27 10:31:49:166,40ms
2025/06/27 10:31:58:919,21ms
2025/06/27 10:31:59:059,35ms
2025/06/27 10:32:00:505,52ms
2025/06/27 10:32:38:407,77ms
2025/06/27 10:32:39:199,27ms
2025/06/27 10:32:39:891,32ms
2025/06/27 10:32:40:321,32ms
2025/06/27 10:32:45:591,61ms
2025/06/27 10:32:46:134,20ms
2025/06/27 10:32:46:302,67ms
2025/06/27 10:32:47:729,70ms
2025/06/27 10:32:47:867,56ms
2025/06/27 10:32:48:126,60ms
2025/06/27 10:32:49:581,120ms
2025/06/27 10:32:49:691,41ms
2025/06/27 10:32:50:114,120ms
2025/06/27 10:32:50:226,40ms
2025/06/27 10:33:00:105,22ms
2025/06/27 10:33:00:248,35ms
2025/06/27 10:40:52:503,77ms
2025/06/27 10:40:53:328,27ms
2025/06/27 10:40:54:015,33ms
2025/06/27 10:40:54:470,32ms
2025/06/27 10:40:59:737,62ms
2025/06/27 10:41:00:282,20ms
2025/06/27 10:41:00:449,67ms
2025/06/27 10:41:01:874,70ms
2025/06/27 10:41:02:008,56ms
2025/06/27 10:41:02:260,60ms
2025/06/27 10:41:03:708,120ms
2025/06/27 10:41:03:819,40ms
2025/06/27 10:41:04:329,120ms
2025/06/27 10:41:04:442,40ms
2025/06/27 10:41:14:097,22ms
2025/06/27 10:41:14:240,36ms
2025/06/27 10:41:15:712,52ms
2025/06/27 10:41:31:390,77ms
2025/06/27 10:41:32:205,27ms
2025/06/27 10:41:32:892,32ms
2025/06/27 10:41:33:382,32ms
2025/06/27 10:41:38:665,62ms
2025/06/27 10:41:39:216,20ms
2025/06/27 10:41:39:383,67ms
2025/06/27 10:41:40:800,70ms
2025/06/27 10:41:40:938,56ms
2025/06/27 10:41:41:194,60ms
2025/06/27 10:41:42:621,120ms
2025/06/27 10:41:42:737,40ms
2025/06/27 10:41:43:203,120ms
2025/06/27 10:41:43:315,40ms
2025/06/27 10:41:53:027,22ms
2025/06/27 10:41:53:167,35ms
2025/06/27 10:42:10:303,78ms
2025/06/27 10:42:11:103,27ms
2025/06/27 10:42:11:776,32ms
2025/06/27 10:42:12:156,32ms
2025/06/27 10:42:17:363,62ms
2025/06/27 10:42:17:916,20ms
2025/06/27 10:42:18:086,67ms
2025/06/27 10:42:19:606,69ms
2025/06/27 10:42:19:746,56ms
2025/06/27 10:42:20:005,60ms
2025/06/27 10:42:21:450,120ms
2025/06/27 10:42:21:562,40ms
2025/06/27 10:42:22:049,120ms
2025/06/27 10:42:22:162,40ms
2025/06/27 10:42:32:261,23ms
2025/06/27 10:42:32:402,34ms
2025/06/27 10:42:33:853,52ms
2025/06/27 10:42:52:828,77ms
2025/06/27 10:42:53:637,27ms
2025/06/27 10:42:54:327,32ms
2025/06/27 10:42:54:725,32ms
2025/06/27 10:42:59:936,62ms
2025/06/27 10:43:00:492,21ms
2025/06/27 10:43:00:659,67ms
2025/06/27 10:43:02:096,70ms
2025/06/27 10:43:02:232,56ms
2025/06/27 10:43:02:490,60ms
2025/06/27 10:43:03:930,120ms
2025/06/27 10:43:04:039,40ms
2025/06/27 10:43:04:537,120ms
2025/06/27 10:43:04:648,40ms
2025/06/27 10:43:14:838,22ms
2025/06/27 10:43:14:981,37ms
2025/06/27 10:44:10:369,77ms
2025/06/27 10:44:11:176,28ms
2025/06/27 10:44:11:872,32ms
2025/06/27 10:44:12:329,32ms
2025/06/27 10:44:17:596,62ms
2025/06/27 10:44:18:149,20ms
2025/06/27 10:44:18:317,67ms
2025/06/27 10:44:19:744,70ms
2025/06/27 10:44:19:882,56ms
2025/06/27 10:44:20:141,60ms
2025/06/27 10:44:21:599,120ms
2025/06/27 10:44:21:712,40ms
2025/06/27 10:44:22:428,120ms
2025/06/27 10:44:22:545,40ms
2025/06/27 10:44:32:659,23ms
2025/06/27 10:44:32:799,35ms
2025/06/27 10:44:34:255,52ms
2025/06/27 10:44:43:560,77ms
2025/06/27 10:44:44:410,27ms
2025/06/27 10:44:45:083,32ms
2025/06/27 10:44:45:538,32ms
2025/06/27 10:44:50:789,62ms
2025/06/27 10:44:51:336,20ms
2025/06/27 10:44:51:504,67ms
2025/06/27 10:44:52:922,70ms
2025/06/27 10:44:53:061,56ms
2025/06/27 10:44:53:323,60ms
2025/06/27 10:44:54:768,120ms
2025/06/27 10:44:54:884,41ms
2025/06/27 10:44:55:349,120ms
2025/06/27 10:44:55:465,40ms
2025/06/27 10:45:05:224,23ms
2025/06/27 10:45:05:367,35ms
2025/06/27 10:45:20:222,77ms
2025/06/27 10:45:20:992,27ms
2025/06/27 10:45:21:668,32ms
2025/06/27 10:45:22:124,32ms
2025/06/27 10:45:27:357,62ms
2025/06/27 10:45:27:901,20ms
2025/06/27 10:45:28:070,68ms
2025/06/27 10:45:29:501,70ms
2025/06/27 10:45:29:650,56ms
2025/06/27 10:45:29:905,60ms
2025/06/27 10:45:31:338,120ms
2025/06/27 10:45:31:449,40ms
2025/06/27 10:45:31:895,120ms
2025/06/27 10:45:32:007,40ms
2025/06/27 10:45:41:845,22ms
2025/06/27 10:45:41:989,35ms
2025/06/27 10:45:43:438,52ms
2025/06/27 10:48:08:255,77ms
2025/06/27 10:48:09:038,28ms
2025/06/27 10:48:09:706,32ms
2025/06/27 10:48:10:177,32ms
2025/06/27 10:48:15:440,62ms
2025/06/27 10:48:15:989,20ms
2025/06/27 10:48:16:158,67ms
2025/06/27 10:48:17:586,70ms
2025/06/27 10:48:17:720,56ms
2025/06/27 10:48:17:982,60ms
2025/06/27 10:48:19:401,119ms
2025/06/27 10:48:19:513,40ms
2025/06/27 10:48:19:939,120ms
2025/06/27 10:48:20:054,40ms
2025/06/27 10:48:30:223,22ms
2025/06/27 10:48:30:366,35ms
2025/06/27 10:49:27:146,77ms
2025/06/27 10:49:27:987,27ms
2025/06/27 10:49:28:654,32ms
2025/06/27 10:49:29:145,32ms
2025/06/27 10:49:34:449,62ms
2025/06/27 10:49:34:992,20ms
2025/06/27 10:49:35:165,68ms
2025/06/27 10:49:36:605,70ms
2025/06/27 10:49:36:743,56ms
2025/06/27 10:49:37:002,60ms
2025/06/27 10:49:38:407,120ms
2025/06/27 10:49:38:517,40ms
2025/06/27 10:49:39:016,120ms
2025/06/27 10:49:39:131,40ms
2025/06/27 10:49:49:179,22ms
2025/06/27 10:49:49:320,35ms
2025/06/27 10:49:50:772,52ms
2025/06/27 10:50:29:743,77ms
2025/06/27 10:50:30:535,27ms
2025/06/27 10:50:31:216,32ms
2025/06/27 10:50:31:676,32ms
2025/06/27 10:50:36:944,62ms
2025/06/27 10:50:37:492,20ms
2025/06/27 10:50:37:660,67ms
2025/06/27 10:50:39:088,70ms
2025/06/27 10:50:39:223,56ms
2025/06/27 10:50:39:480,60ms
2025/06/27 10:50:40:931,120ms
2025/06/27 10:50:41:043,40ms
2025/06/27 10:50:41:568,120ms
2025/06/27 10:50:41:681,40ms
2025/06/27 10:50:51:391,22ms
2025/06/27 10:50:51:533,35ms
2025/06/27 10:51:19:564,77ms
2025/06/27 10:51:20:360,28ms
2025/06/27 10:51:21:054,32ms
2025/06/27 10:51:21:481,32ms
2025/06/27 10:51:27:384,62ms
2025/06/27 10:51:27:930,20ms
2025/06/27 10:51:28:103,67ms
2025/06/27 10:51:29:542,70ms
2025/06/27 10:51:29:681,55ms
2025/06/27 10:51:29:939,60ms
2025/06/27 10:51:31:397,120ms
2025/06/27 10:51:31:509,40ms
2025/06/27 10:51:32:015,120ms
2025/06/27 10:51:32:127,40ms
2025/06/27 10:51:41:980,22ms
2025/06/27 10:51:42:123,35ms
2025/06/27 10:51:43:572,52ms
2025/06/27 10:51:55:531,77ms
2025/06/27 10:51:56:332,27ms
2025/06/27 10:51:57:016,32ms
2025/06/27 10:51:57:508,32ms
2025/06/27 10:52:02:773,62ms
2025/06/27 10:52:03:325,20ms
2025/06/27 10:52:03:498,67ms
2025/06/27 10:52:04:932,70ms
2025/06/27 10:52:05:066,56ms
2025/06/27 10:52:05:329,60ms
2025/06/27 10:52:06:745,120ms
2025/06/27 10:52:06:858,40ms
2025/06/27 10:52:07:394,120ms
2025/06/27 10:52:07:505,40ms
2025/06/27 10:52:17:160,22ms
2025/06/27 10:52:17:301,35ms
2025/06/27 10:52:26:837,77ms
2025/06/27 10:52:27:633,27ms
2025/06/27 10:52:28:319,32ms
2025/06/27 10:52:28:733,32ms
2025/06/27 10:52:33:986,62ms
2025/06/27 10:52:34:535,20ms
2025/06/27 10:52:34:705,67ms
2025/06/27 10:52:36:134,70ms
2025/06/27 10:52:36:272,56ms
2025/06/27 10:52:36:527,60ms
2025/06/27 10:52:37:966,119ms
2025/06/27 10:52:38:082,40ms
2025/06/27 10:52:38:557,120ms
2025/06/27 10:52:38:670,40ms
2025/06/27 10:52:48:777,22ms
2025/06/27 10:52:48:921,35ms
2025/06/27 10:52:50:441,116ms
2025/06/27 10:53:17:574,77ms
2025/06/27 10:53:18:398,28ms
2025/06/27 10:53:19:083,32ms
2025/06/27 10:53:19:512,32ms
2025/06/27 10:53:24:715,62ms
2025/06/27 10:53:25:266,20ms
2025/06/27 10:53:25:433,67ms
2025/06/27 10:53:26:867,70ms
2025/06/27 10:53:27:001,56ms
2025/06/27 10:53:27:254,60ms
2025/06/27 10:53:28:705,120ms
2025/06/27 10:53:28:816,41ms
2025/06/27 10:53:29:292,120ms
2025/06/27 10:53:29:405,40ms
2025/06/27 10:53:39:263,22ms
2025/06/27 10:53:39:406,35ms
2025/06/27 10:55:46:262,77ms
2025/06/27 10:55:47:062,27ms
2025/06/27 10:55:47:748,32ms
2025/06/27 10:55:48:189,32ms
2025/06/27 10:55:53:399,62ms
2025/06/27 10:55:53:947,20ms
2025/06/27 10:55:54:116,68ms
2025/06/27 10:55:55:550,70ms
2025/06/27 10:55:55:687,56ms
2025/06/27 10:55:55:950,60ms
2025/06/27 10:55:57:399,119ms
2025/06/27 10:55:57:511,41ms
2025/06/27 10:55:57:912,119ms
2025/06/27 10:55:58:024,40ms
2025/06/27 10:56:07:854,22ms
2025/06/27 10:56:07:996,36ms
2025/06/27 10:56:09:458,52ms
2025/06/27 10:56:32:897,77ms
2025/06/27 10:56:33:703,27ms
2025/06/27 10:56:34:346,32ms
2025/06/27 10:56:34:782,32ms
2025/06/27 10:56:40:008,62ms
2025/06/27 10:56:40:560,20ms
2025/06/27 10:56:40:728,67ms
2025/06/27 10:56:42:156,71ms
2025/06/27 10:56:42:292,56ms
2025/06/27 10:56:42:547,60ms
2025/06/27 10:56:43:988,120ms
2025/06/27 10:56:44:099,41ms
2025/06/27 10:56:44:585,120ms
2025/06/27 10:56:44:699,40ms
2025/06/27 10:56:54:490,22ms
2025/06/27 10:56:54:634,35ms
2025/06/27 10:57:31:740,77ms
2025/06/27 10:57:32:507,27ms
2025/06/27 10:57:33:198,32ms
2025/06/27 10:57:33:565,32ms
2025/06/27 10:57:38:759,62ms
2025/06/27 10:57:39:305,20ms
2025/06/27 10:57:39:474,68ms
2025/06/27 10:57:40:906,70ms
2025/06/27 10:57:41:044,56ms
2025/06/27 10:57:41:302,60ms
2025/06/27 10:57:42:706,119ms
2025/06/27 10:57:42:818,40ms
2025/06/27 10:57:43:290,120ms
2025/06/27 10:57:43:401,40ms
2025/06/27 10:57:53:102,22ms
2025/06/27 10:57:53:245,36ms
2025/06/27 10:57:54:692,53ms
2025/06/27 10:58:07:853,77ms
2025/06/27 10:58:08:614,28ms
2025/06/27 10:58:09:306,32ms
2025/06/27 10:58:09:765,32ms
2025/06/27 10:58:15:042,62ms
2025/06/27 10:58:15:590,20ms
2025/06/27 10:58:15:759,67ms
2025/06/27 10:58:17:183,70ms
2025/06/27 10:58:17:317,56ms
2025/06/27 10:58:17:569,60ms
2025/06/27 10:58:19:004,120ms
2025/06/27 10:58:19:119,40ms
2025/06/27 10:58:19:598,120ms
2025/06/27 10:58:19:711,40ms
2025/06/27 10:58:29:653,22ms
2025/06/27 10:58:29:796,36ms
2025/06/27 10:59:56:674,77ms
2025/06/27 10:59:57:471,27ms
2025/06/27 10:59:58:153,32ms
2025/06/27 10:59:58:597,32ms
2025/06/27 11:00:03:878,63ms
2025/06/27 11:00:04:425,20ms
2025/06/27 11:00:04:596,68ms
2025/06/27 11:00:06:031,70ms
2025/06/27 11:00:06:171,55ms
2025/06/27 11:00:06:429,60ms
2025/06/27 11:00:07:826,120ms
2025/06/27 11:00:07:939,40ms
2025/06/27 11:00:08:354,120ms
2025/06/27 11:00:08:468,40ms
2025/06/27 11:00:18:315,22ms
2025/06/27 11:00:18:456,34ms
2025/06/27 11:00:19:913,52ms
2025/06/27 11:02:50:229,77ms
2025/06/27 11:02:51:022,27ms
2025/06/27 11:02:51:692,32ms
2025/06/27 11:02:52:134,32ms
2025/06/27 11:02:57:353,62ms
2025/06/27 11:02:57:906,20ms
2025/06/27 11:02:58:074,67ms
2025/06/27 11:02:59:505,70ms
2025/06/27 11:02:59:642,56ms
2025/06/27 11:02:59:897,60ms
2025/06/27 11:03:01:333,120ms
2025/06/27 11:03:01:444,40ms
2025/06/27 11:03:01:887,120ms
2025/06/27 11:03:02:001,40ms
2025/06/27 11:03:11:562,22ms
2025/06/27 11:03:11:708,35ms
2025/06/27 11:05:20:362,77ms
2025/06/27 11:05:21:175,27ms
2025/06/27 11:05:21:853,32ms
2025/06/27 11:05:22:300,32ms
2025/06/27 11:05:27:537,62ms
2025/06/27 11:05:28:079,20ms
2025/06/27 11:05:28:247,67ms
2025/06/27 11:05:29:667,70ms
2025/06/27 11:05:29:802,56ms
2025/06/27 11:05:30:056,60ms
2025/06/27 11:05:31:489,120ms
2025/06/27 11:05:31:599,40ms
2025/06/27 11:05:32:069,119ms
2025/06/27 11:05:32:181,40ms
2025/06/27 11:05:42:058,22ms
2025/06/27 11:05:42:204,36ms
2025/06/27 11:05:43:657,53ms
2025/06/27 11:06:51:205,77ms
2025/06/27 11:06:51:989,27ms
2025/06/27 11:06:52:672,32ms
2025/06/27 11:06:53:096,32ms
2025/06/27 11:06:58:344,62ms
2025/06/27 11:06:58:901,20ms
2025/06/27 11:06:59:070,67ms
2025/06/27 11:07:00:495,70ms
2025/06/27 11:07:00:629,56ms
2025/06/27 11:07:00:886,60ms
2025/06/27 11:07:02:318,120ms
2025/06/27 11:07:02:432,40ms
2025/06/27 11:07:02:900,120ms
2025/06/27 11:07:03:012,40ms
2025/06/27 11:07:13:120,22ms
2025/06/27 11:07:13:261,35ms
2025/06/27 11:08:43:844,77ms
2025/06/27 11:08:44:656,27ms
2025/06/27 11:08:45:346,32ms
2025/06/27 11:08:45:809,33ms
2025/06/27 11:08:51:044,62ms
2025/06/27 11:08:51:595,20ms
2025/06/27 11:08:51:764,67ms
2025/06/27 11:08:53:193,70ms
2025/06/27 11:08:53:332,56ms
2025/06/27 11:08:53:585,60ms
2025/06/27 11:08:55:019,120ms
2025/06/27 11:08:55:131,40ms
2025/06/27 11:08:55:576,120ms
2025/06/27 11:08:55:687,40ms
2025/06/27 11:09:05:404,22ms
2025/06/27 11:09:05:545,35ms
2025/06/27 11:09:07:009,52ms
2025/06/27 11:10:27:714,77ms
2025/06/27 11:10:28:526,30ms
2025/06/27 11:10:29:197,32ms
2025/06/27 11:10:29:675,32ms
2025/06/27 11:10:34:930,62ms
2025/06/27 11:10:35:481,20ms
2025/06/27 11:10:35:650,67ms
2025/06/27 11:10:37:077,70ms
2025/06/27 11:10:37:213,56ms
2025/06/27 11:10:37:462,60ms
2025/06/27 11:10:38:897,120ms
2025/06/27 11:10:39:010,40ms
2025/06/27 11:10:39:465,120ms
2025/06/27 11:10:39:579,40ms
2025/06/27 11:10:49:743,22ms
2025/06/27 11:10:49:885,36ms
2025/06/27 12:32:19:956,77ms
2025/06/27 12:32:20:760,27ms
2025/06/27 12:32:21:435,32ms
2025/06/27 12:32:21:934,33ms
2025/06/27 12:32:27:246,61ms
2025/06/27 12:32:27:796,22ms
2025/06/27 12:32:27:969,67ms
2025/06/27 12:32:29:650,70ms
2025/06/27 12:32:29:789,56ms
2025/06/27 12:32:30:044,60ms
2025/06/27 12:32:31:476,119ms
2025/06/27 12:32:31:590,40ms
2025/06/27 12:32:32:021,120ms
2025/06/27 12:32:32:136,40ms
2025/06/27 12:32:42:318,22ms
2025/06/27 12:32:42:461,35ms
2025/06/27 12:32:44:012,53ms
2025/06/27 12:33:00:343,76ms
2025/06/27 12:33:01:096,28ms
2025/06/27 12:33:01:771,33ms
2025/06/27 12:33:02:280,32ms
2025/06/27 12:33:07:589,62ms
2025/06/27 12:33:08:131,20ms
2025/06/27 12:33:08:298,67ms
2025/06/27 12:33:09:720,70ms
2025/06/27 12:33:09:858,56ms
2025/06/27 12:33:10:115,60ms
2025/06/27 12:33:11:554,120ms
2025/06/27 12:33:11:670,40ms
2025/06/27 12:33:12:141,120ms
2025/06/27 12:33:12:257,40ms
2025/06/27 12:33:22:051,22ms
2025/06/27 12:33:22:193,34ms
2025/06/27 12:33:47:903,77ms
2025/06/27 12:33:48:685,27ms
2025/06/27 12:33:49:364,32ms
2025/06/27 12:33:49:799,32ms
2025/06/27 12:33:55:031,62ms
2025/06/27 12:33:55:584,20ms
2025/06/27 12:33:55:757,68ms
2025/06/27 12:33:57:299,70ms
2025/06/27 12:33:57:436,56ms
2025/06/27 12:33:57:694,60ms
2025/06/27 12:33:59:120,120ms
2025/06/27 12:33:59:233,40ms
2025/06/27 12:33:59:691,120ms
2025/06/27 12:33:59:802,41ms
2025/06/27 12:34:09:711,22ms
2025/06/27 12:34:09:853,36ms
2025/06/27 12:34:11:301,52ms
2025/06/27 12:34:25:685,77ms
2025/06/27 12:34:26:500,27ms
2025/06/27 12:34:27:191,32ms
2025/06/27 12:34:27:692,32ms
2025/06/27 12:34:33:034,61ms
2025/06/27 12:34:33:579,20ms
2025/06/27 12:34:33:748,67ms
2025/06/27 12:34:35:168,70ms
2025/06/27 12:34:35:302,56ms
2025/06/27 12:34:35:560,60ms
2025/06/27 12:34:37:015,120ms
2025/06/27 12:34:37:127,40ms
2025/06/27 12:34:37:613,119ms
2025/06/27 12:34:37:725,40ms
2025/06/27 12:34:47:868,22ms
2025/06/27 12:34:48:009,34ms
2025/06/27 12:35:12:528,77ms
2025/06/27 12:35:13:315,28ms
2025/06/27 12:35:14:006,32ms
2025/06/27 12:35:14:490,32ms
2025/06/27 12:35:19:775,62ms
2025/06/27 12:35:20:332,20ms
2025/06/27 12:35:20:501,68ms
2025/06/27 12:35:21:916,70ms
2025/06/27 12:35:22:055,56ms
2025/06/27 12:35:22:312,60ms
2025/06/27 12:35:23:711,120ms
2025/06/27 12:35:23:824,40ms
2025/06/27 12:35:24:300,120ms
2025/06/27 12:35:24:417,41ms
2025/06/27 12:35:34:342,22ms
2025/06/27 12:35:34:484,35ms
2025/06/27 12:35:35:931,52ms
2025/06/27 12:36:28:118,77ms
2025/06/27 12:36:28:923,27ms
2025/06/27 12:36:29:607,32ms
2025/06/27 12:36:30:056,32ms
2025/06/27 12:36:35:330,62ms
2025/06/27 12:36:35:879,20ms
2025/06/27 12:36:36:046,67ms
2025/06/27 12:36:37:471,70ms
2025/06/27 12:36:37:611,56ms
2025/06/27 12:36:37:868,60ms
2025/06/27 12:36:39:315,120ms
2025/06/27 12:36:39:432,41ms
2025/06/27 12:36:39:975,120ms
2025/06/27 12:36:40:087,40ms
2025/06/27 12:36:50:044,22ms
2025/06/27 12:36:50:181,34ms
2025/06/27 12:37:54:888,78ms
2025/06/27 12:37:55:655,27ms
2025/06/27 12:37:56:340,32ms
2025/06/27 12:37:56:719,32ms
2025/06/27 12:38:01:893,61ms
2025/06/27 12:38:02:434,20ms
2025/06/27 12:38:02:603,68ms
2025/06/27 12:38:04:024,70ms
2025/06/27 12:38:04:160,56ms
2025/06/27 12:38:04:415,60ms
2025/06/27 12:38:05:822,120ms
2025/06/27 12:38:05:936,40ms
2025/06/27 12:38:06:366,120ms
2025/06/27 12:38:06:480,40ms
2025/06/27 12:38:16:123,22ms
2025/06/27 12:38:16:263,35ms
2025/06/27 12:38:17:715,52ms
2025/06/27 12:39:30:084,77ms
2025/06/27 12:39:30:922,27ms
2025/06/27 12:39:31:588,33ms
2025/06/27 12:39:31:994,32ms
2025/06/27 12:39:37:241,62ms
2025/06/27 12:39:37:787,20ms
2025/06/27 12:39:37:955,67ms
2025/06/27 12:39:39:914,70ms
2025/06/27 12:39:40:053,56ms
2025/06/27 12:39:40:307,60ms
2025/06/27 12:39:41:738,120ms
2025/06/27 12:39:41:851,40ms
2025/06/27 12:39:42:361,120ms
2025/06/27 12:39:42:473,40ms
2025/06/27 12:39:52:099,22ms
2025/06/27 12:39:52:239,35ms
2025/06/27 12:41:10:898,77ms
2025/06/27 12:41:11:723,27ms
2025/06/27 12:41:12:399,32ms
2025/06/27 12:41:12:789,32ms
2025/06/27 12:41:17:999,62ms
2025/06/27 12:41:18:543,20ms
2025/06/27 12:41:18:716,68ms
2025/06/27 12:41:20:143,70ms
2025/06/27 12:41:20:278,56ms
2025/06/27 12:41:20:533,60ms
2025/06/27 12:41:21:997,120ms
2025/06/27 12:41:22:108,40ms
2025/06/27 12:41:22:625,120ms
2025/06/27 12:41:22:738,40ms
2025/06/27 12:41:32:761,22ms
2025/06/27 12:41:32:902,35ms
2025/06/27 12:41:34:354,52ms
2025/06/27 12:41:54:493,77ms
2025/06/27 12:41:55:302,28ms
2025/06/27 12:41:55:990,33ms
2025/06/27 12:41:56:456,32ms
2025/06/27 12:42:01:713,62ms
2025/06/27 12:42:02:260,20ms
2025/06/27 12:42:02:429,67ms
2025/06/27 12:42:03:859,70ms
2025/06/27 12:42:03:997,56ms
2025/06/27 12:42:04:252,60ms
2025/06/27 12:42:05:710,120ms
2025/06/27 12:42:05:821,40ms
2025/06/27 12:42:06:313,120ms
2025/06/27 12:42:06:424,41ms
2025/06/27 12:42:16:509,22ms
2025/06/27 12:42:16:649,34ms
2025/06/27 12:44:05:366,77ms
2025/06/27 12:44:06:158,28ms
2025/06/27 12:44:06:847,33ms
2025/06/27 12:44:07:323,32ms
2025/06/27 12:44:12:617,62ms
2025/06/27 12:44:13:173,21ms
2025/06/27 12:44:13:344,67ms
2025/06/27 12:44:15:075,69ms
2025/06/27 12:44:15:213,56ms
2025/06/27 12:44:15:466,60ms
2025/06/27 12:44:16:902,120ms
2025/06/27 12:44:17:015,40ms
2025/06/27 12:44:17:535,120ms
2025/06/27 12:44:17:651,40ms
2025/06/27 12:44:27:573,22ms
2025/06/27 12:44:27:714,35ms
2025/06/27 12:44:29:172,52ms
2025/06/27 12:44:43:105,77ms
2025/06/27 12:44:43:908,27ms
2025/06/27 12:44:44:598,32ms
2025/06/27 12:44:45:023,32ms
2025/06/27 12:44:50:280,62ms
2025/06/27 12:44:50:821,20ms
2025/06/27 12:44:50:989,68ms
2025/06/27 12:44:52:404,70ms
2025/06/27 12:44:52:540,56ms
2025/06/27 12:44:52:797,60ms
2025/06/27 12:44:54:250,120ms
2025/06/27 12:44:54:360,40ms
2025/06/27 12:44:54:846,119ms
2025/06/27 12:44:54:959,40ms
2025/06/27 12:45:04:846,22ms
2025/06/27 12:45:04:989,35ms
2025/06/27 12:46:12:845,78ms
2025/06/27 12:46:13:654,27ms
2025/06/27 12:46:14:330,32ms
2025/06/27 12:46:14:788,32ms
2025/06/27 12:46:19:984,62ms
2025/06/27 12:46:20:534,21ms
2025/06/27 12:46:20:702,67ms
2025/06/27 12:46:22:131,70ms
2025/06/27 12:46:22:268,56ms
2025/06/27 12:46:22:529,60ms
2025/06/27 12:46:23:970,120ms
2025/06/27 12:46:24:083,40ms
2025/06/27 12:46:24:474,120ms
2025/06/27 12:46:24:588,40ms
2025/06/27 12:46:34:364,22ms
2025/06/27 12:46:34:506,35ms
2025/06/27 12:46:35:956,53ms
2025/06/27 12:48:06:142,77ms
2025/06/27 12:48:06:938,27ms
2025/06/27 12:48:07:591,32ms
2025/06/27 12:48:08:016,32ms
2025/06/27 12:48:13:242,62ms
2025/06/27 12:48:13:789,21ms
2025/06/27 12:48:13:960,67ms
2025/06/27 12:48:15:587,70ms
2025/06/27 12:48:15:720,56ms
2025/06/27 12:48:15:982,60ms
2025/06/27 12:48:17:416,120ms
2025/06/27 12:48:17:529,40ms
2025/06/27 12:48:18:003,120ms
2025/06/27 12:48:18:116,40ms
2025/06/27 12:48:27:834,22ms
2025/06/27 12:48:27:975,36ms
2025/06/27 12:49:45:803,77ms
2025/06/27 12:49:46:578,28ms
2025/06/27 12:49:47:246,32ms
2025/06/27 12:49:47:638,32ms
2025/06/27 12:49:52:917,62ms
2025/06/27 12:49:53:465,20ms
2025/06/27 12:49:53:634,67ms
2025/06/27 12:49:55:264,70ms
2025/06/27 12:49:55:402,56ms
2025/06/27 12:49:55:655,60ms
2025/06/27 12:49:57:087,120ms
2025/06/27 12:49:57:200,40ms
2025/06/27 12:49:57:590,120ms
2025/06/27 12:49:57:703,40ms
2025/06/27 12:50:07:553,22ms
2025/06/27 12:50:07:696,35ms
2025/06/27 12:50:09:558,52ms
2025/06/27 12:52:48:522,77ms
2025/06/27 12:52:49:355,27ms
2025/06/27 12:52:50:006,32ms
2025/06/27 12:52:50:475,32ms
2025/06/27 12:52:55:762,62ms
2025/06/27 12:52:56:309,20ms
2025/06/27 12:52:56:483,67ms
2025/06/27 12:52:57:906,70ms
2025/06/27 12:52:58:043,57ms
2025/06/27 12:52:58:299,60ms
2025/06/27 12:52:59:713,120ms
2025/06/27 12:52:59:826,40ms
2025/06/27 12:53:00:301,121ms
2025/06/27 12:53:00:411,40ms
2025/06/27 12:53:10:116,22ms
2025/06/27 12:53:10:259,36ms
2025/06/27 12:54:32:628,77ms
2025/06/27 12:54:33:439,27ms
2025/06/27 12:54:34:120,32ms
2025/06/27 12:54:34:525,32ms
2025/06/27 12:54:39:780,62ms
2025/06/27 12:54:40:333,21ms
2025/06/27 12:54:40:500,67ms
2025/06/27 12:54:41:931,70ms
2025/06/27 12:54:42:065,56ms
2025/06/27 12:54:42:321,60ms
2025/06/27 12:54:43:780,120ms
2025/06/27 12:54:43:894,40ms
2025/06/27 12:54:44:413,120ms
2025/06/27 12:54:44:527,40ms
2025/06/27 12:54:54:264,22ms
2025/06/27 12:54:54:405,36ms
2025/06/27 12:54:55:853,53ms
2025/06/27 12:55:45:809,77ms
2025/06/27 12:55:46:595,28ms
