开始时间,结束时间,报警代码,ErrorDetail,报警详情,报警分类,持续时间,工站,日期
2025-06-21 21:44:23,2025/6/21 21:44:43,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,19.73,S2,2025-06-21
2025-06-21 21:44:46,2025/6/21 21:44:53,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,6.85,S2,2025-06-21
2025-06-21 22:54:03,2025/6/21 22:54:09,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,5.43,S2,2025-06-21
2025-06-21 22:55:04,2025/6/21 22:55:18,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,14.17,S2,2025-06-21
2025-06-21 22:55:32,2025/6/21 22:55:47,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,15.82,S2,2025-06-21
2025-06-21 22:56:04,2025/6/21 22:56:06,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,2.0,S2,2025-06-21
2025-06-21 22:56:17,2025/6/21 22:56:20,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,2.43,S2,2025-06-21
2025-06-21 23:11:39,2025/6/21 23:11:50,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,11.0,S4,2025-06-21
2025-06-21 23:11:52,2025/6/21 23:12:25,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,33.29,S4,2025-06-21
2025-06-21 23:12:27,2025/6/21 23:12:41,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,14.06,S4,2025-06-21
2025-06-22 01:30:23,2025/6/22 1:30:27,C02PNCY-40-03,Main line jacking up 3Carrier press open cylinder alarm,主流线顶升3Carrier 压料打开气缸报警,Cylinder Error,4.61,S4,2025-06-22
2025-06-23 08:09:58,2025/6/23 8:10:04,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,6.9,S2,2025-06-23
2025-06-23 08:12:37,2025/6/23 8:12:38,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,0.53,S4,2025-06-23
2025-06-23 08:44:16,2025/6/23 8:44:17,M99EEDE-07-03,Lock the screw module X-axis alarm,锁螺丝模组X轴报警,Motion Error,1.08,S4,2025-06-23
2025-06-23 08:42:51,2025/6/23 8:42:54,M99EEDE-04-03,1# Loading Y-axis - Alarm,1#Carrier上料Y轴报警,Motion Error,2.75,S2,2025-06-23
2025-06-23 08:59:39,2025/6/23 9:00:00,N03IPPO-79-03,PC Communication Abnormality,上位机通讯异常,Software Error,20.31,S2,2025-06-23
2025-06-23 09:00:58,2025/6/23 9:01:01,N03IPPO-79-03,PC Communication Abnormality,上位机通讯异常,Software Error,3.44,S2,2025-06-23
2025-06-23 09:01:38,2025/6/23 9:01:38,N03IPPO-79-03,PC Communication Abnormality,上位机通讯异常,Software Error,0.11,S2,2025-06-23
2025-06-23 12:36:21,2025/6/23 12:36:45,C04PNCY-24-03,Mainline Updown2 Cylinder Alarm ,YV0206_主流线顶升2上顶气缸报警,Cylinder Error,24.33,S2,2025-06-23
2025-06-23 12:38:11,2025/6/23 12:38:41,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,29.71,S2,2025-06-23
2025-06-23 12:38:59,2025/6/23 12:41:51,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,172.0,S2,2025-06-23
2025-06-23 12:42:52,2025/6/23 12:42:54,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,2.74,S2,2025-06-23
2025-06-23 12:47:54,2025/6/23 12:48:32,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,37.56,S2,2025-06-23
2025-06-23 12:48:42,2025/6/23 12:49:37,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,54.49,S2,2025-06-23
2025-06-23 12:51:32,2025/6/23 12:51:57,V01VSDV-126-03,Popup:Picking Up SPK Top Photography Failed,弹窗:取SPK上相机拍照失败,Vision Error,25.01,S2,2025-06-23
2025-06-23 12:56:45,2025/6/23 12:57:07,V01VSDV-126-03,Popup:Picking Up SPK Top Photography Failed,弹窗:取SPK上相机拍照失败,Vision Error,22.45,S2,2025-06-23
2025-06-23 13:50:02,2025/6/23 13:50:09,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.3,S2,2025-06-23
2025-06-23 15:05:39,2025/6/23 15:05:49,C02PNCY-40-03,Main line jacking up 3Carrier press open cylinder alarm,主流线顶升3Carrier 压料打开气缸报警,Cylinder Error,10.77,S4,2025-06-23
2025-06-23 16:02:54,2025/6/23 16:02:57,C02PNCY-40-03,Main line jacking up 3Carrier press open cylinder alarm,主流线顶升3Carrier 压料打开气缸报警,Cylinder Error,2.11,S4,2025-06-23
2025-06-23 16:07:53,2025/6/23 16:08:07,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,13.36,S2,2025-06-23
2025-06-23 16:08:09,2025/6/23 16:08:26,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,16.64,S2,2025-06-23
2025-06-23 18:06:17,2025/6/23 18:06:27,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,9.83,S2,2025-06-23
2025-06-23 18:07:20,2025/6/23 18:07:26,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,6.34,S2,2025-06-23
2025-06-23 18:07:29,2025/6/23 18:07:34,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,4.94,S2,2025-06-23
2025-06-23 18:26:31,2025/6/23 18:26:33,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,2.06,S2,2025-06-23
2025-06-23 18:26:45,2025/6/23 18:26:49,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,3.93,S2,2025-06-23
2025-06-23 18:27:01,2025/6/23 18:27:42,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,40.78,S2,2025-06-23
2025-06-23 19:35:21,2025/6/23 19:36:54,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,92.16,S2,2025-06-23
2025-06-23 19:37:24,2025/6/23 19:37:40,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,15.48,S2,2025-06-23
2025-06-24 08:09:54,2025/6/24 8:10:01,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,6.91,S2,2025-06-24
2025-06-24 08:12:24,2025/6/24 8:12:24,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,0.38,S4,2025-06-24
2025-06-24 08:34:17,2025/6/24 8:34:19,M99EEDE-04-03,1# Loading Y-axis - Alarm,1#Carrier上料Y轴报警,Motion Error,2.01,S2,2025-06-24
2025-06-24 08:39:35,2025/6/24 8:39:37,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,2.36,S4,2025-06-24
2025-06-24 08:34:40,2025/6/24 8:38:07,C04PNCY-29-03,Mainline Updown3 Cylinder Alarm ,YV0211_主流线顶升3上顶气缸报警,Cylinder Error,206.09,S2,2025-06-24
2025-06-24 08:38:33,2025/6/24 8:39:26,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,53.0,S2,2025-06-24
2025-06-24 08:39:29,2025/6/24 8:39:34,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,5.15,S2,2025-06-24
2025-06-24 08:39:35,2025/6/24 8:39:35,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,0.19,S2,2025-06-24
2025-06-24 08:39:35,2025/6/24 8:39:35,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,0.21,S2,2025-06-24
2025-06-24 08:39:36,2025/6/24 8:39:36,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,0.11,S2,2025-06-24
2025-06-24 08:39:38,2025/6/24 8:39:38,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,0.42,S2,2025-06-24
2025-06-24 08:39:39,2025/6/24 8:39:39,M99EEDE-18-03,15# CHG Assembly Z-axis - Alarm,15#CHG组装Z轴报警,Motion Error,0.11,S2,2025-06-24
2025-06-24 08:40:18,2025/6/24 8:40:22,M99EEDE-15-03,12# CHG Assembly X-axis - Alarm,12#CHG组装X轴报警,Motion Error,3.66,S2,2025-06-24
2025-06-24 08:40:33,2025/6/24 8:40:34,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,1.38,S2,2025-06-24
2025-06-24 13:01:32,2025/6/24 13:01:33,V03VSDV-64-03,CCD1 SPK Assembly Connect Failed,CCD1-SPK组装-连接失败,Vision Error,0.48,S2,2025-06-24
2025-06-24 13:01:35,2025/6/24 13:03:28,V03VSDV-64-03,CCD1 SPK Assembly Connect Failed,CCD1-SPK组装-连接失败,Vision Error,113.07,S2,2025-06-24
2025-06-24 13:30:32,2025/6/24 13:30:48,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,16.84,S2,2025-06-24
2025-06-24 13:30:58,2025/6/24 13:31:00,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,2.22,S2,2025-06-24
2025-06-24 14:00:25,2025/6/24 14:00:25,V03VSDV-108-03,CCD1 communication connection abnormality,CCD1通讯连接异常,Vision Error,0.53,S4,2025-06-24
2025-06-24 14:00:30,2025/6/24 14:01:32,V03VSDV-108-03,CCD1 communication connection abnormality,CCD1通讯连接异常,Vision Error,61.61,S4,2025-06-24
2025-06-24 14:01:48,2025/6/24 14:01:48,V03VSDV-108-03,CCD1 communication connection abnormality,CCD1通讯连接异常,Vision Error,0.52,S4,2025-06-24
2025-06-24 14:01:50,2025/6/24 14:03:00,V03VSDV-108-03,CCD1 communication connection abnormality,CCD1通讯连接异常,Vision Error,69.99,S4,2025-06-24
2025-06-24 14:15:32,2025/6/24 14:15:57,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,24.91,S2,2025-06-24
2025-06-24 14:23:40,2025/6/24 14:24:48,V03VSDV-64-03,CCD1 SPK Assembly Connect Failed,CCD1-SPK组装-连接失败,Vision Error,67.09,S2,2025-06-24
2025-06-24 14:26:22,2025/6/24 14:26:48,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,25.82,S2,2025-06-24
2025-06-24 14:31:51,2025/6/24 14:33:14,V01VSDV-126-03,Popup:Picking Up SPK Top Photography Failed,弹窗:取SPK上相机拍照失败,Vision Error,82.47,S2,2025-06-24
2025-06-24 18:16:55,2025/6/24 18:17:06,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,10.99,S2,2025-06-24
2025-06-24 19:03:00,2025/6/24 19:03:09,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.29,S2,2025-06-24
2025-06-24 19:08:06,2025/6/24 19:08:18,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,11.72,S2,2025-06-24
2025-06-24 19:25:42,2025/6/24 19:26:08,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,26.57,S2,2025-06-24
2025-06-24 19:33:45,2025/6/24 19:33:57,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,12.93,S2,2025-06-24
2025-06-24 20:43:50,2025/6/25 8:13:27,M05RBDR-14-03,Robot system malfunction,机器人系统故障,Motion Error,41376.5,S4,2025-06-24
2025-06-25 08:40:38,2025/6/25 8:40:39,M99EEDE-04-03,1# Loading Y-axis - Alarm,1#Carrier上料Y轴报警,Motion Error,1.8,S2,2025-06-25
2025-06-25 09:00:05,2025/6/25 9:00:16,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,11.25,S2,2025-06-25
2025-06-25 09:08:02,2025/6/25 9:08:17,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,15.64,S2,2025-06-25
2025-06-25 09:47:58,2025/6/25 9:48:21,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,23.53,S4,2025-06-25
2025-06-25 09:48:23,2025/6/25 9:48:28,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,4.96,S4,2025-06-25
2025-06-25 09:55:45,2025/6/25 10:02:26,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,400.06,S4,2025-06-25
2025-06-25 10:05:19,2025/6/25 10:05:28,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,8.66,S2,2025-06-25
2025-06-25 10:11:14,2025/6/25 10:11:21,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,7.59,S2,2025-06-25
2025-06-25 10:22:00,2025/6/25 10:22:03,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,3.05,S2,2025-06-25
2025-06-25 10:23:44,2025/6/25 10:23:52,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,7.49,S2,2025-06-25
2025-06-25 12:38:47,2025/6/25 12:39:03,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,15.61,S2,2025-06-25
2025-06-25 13:37:46,2025/6/25 13:38:58,V03VSDV-64-03,CCD1 SPK Assembly Connect Failed,CCD1-SPK组装-连接失败,Vision Error,72.32,S2,2025-06-25
2025-06-25 14:37:13,2025/6/25 14:37:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,17.24,S2,2025-06-25
2025-06-25 14:43:43,2025/6/25 14:43:55,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,12.22,S2,2025-06-25
2025-06-25 14:44:06,2025/6/25 14:45:47,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,101.22,S2,2025-06-25
2025-06-25 15:02:44,2025/6/25 15:03:48,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,64.55,S2,2025-06-25
2025-06-25 15:07:48,2025/6/25 15:08:37,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,49.48,S2,2025-06-25
2025-06-25 15:35:04,2025/6/25 15:36:13,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,69.55,S2,2025-06-25
2025-06-25 15:43:43,2025/6/25 15:44:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,46.99,S2,2025-06-25
2025-06-25 15:45:35,2025/6/25 15:47:12,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,97.2,S2,2025-06-25
2025-06-25 15:50:52,2025/6/25 15:51:52,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,59.72,S2,2025-06-25
2025-06-25 15:54:39,2025/6/25 15:55:24,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,45.22,S2,2025-06-25
2025-06-25 15:59:35,2025/6/25 16:00:38,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,62.43,S2,2025-06-25
2025-06-25 16:18:32,2025/6/25 16:19:07,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,35.11,S2,2025-06-25
2025-06-25 16:23:44,2025/6/25 16:23:51,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.95,S2,2025-06-25
2025-06-25 18:15:38,2025/6/25 18:16:46,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,67.65,S2,2025-06-25
2025-06-25 18:25:34,2025/6/25 18:26:41,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,67.65,S2,2025-06-25
2025-06-25 18:51:54,2025/6/25 18:52:39,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,44.96,S2,2025-06-25
2025-06-25 19:09:57,2025/6/25 19:10:10,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,13.24,S2,2025-06-25
2025-06-25 19:38:08,2025/6/25 19:41:12,W01VSDV-142-03,Pop-up window: Platform 1 lock screw NG,弹窗:平台1锁螺丝NG,Screwing Error,184.23,S4,2025-06-25
2025-06-25 20:04:51,2025/6/25 20:05:46,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,55.18,S4,2025-06-25
2025-06-26 08:11:11,2025/6/26 8:11:17,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,5.35,S2,2025-06-26
2025-06-26 08:50:00,2025/6/26 8:50:05,M99EEDE-07-03,Lock the screw module X-axis alarm,锁螺丝模组X轴报警,Motion Error,4.9,S4,2025-06-26
2025-06-26 08:48:21,2025/6/26 8:48:23,M99EEDE-04-03,1# Loading Y-axis - Alarm,1#Carrier上料Y轴报警,Motion Error,1.49,S2,2025-06-26
2025-06-26 08:51:06,2025/6/26 08:51:07,M99EEDE-12-03,Product transfer-axis alarm,出料移载轴报警,Motion Error,1.8,S5,2025-06-26
2025-06-26 09:20:11,2025/6/26 9:20:57,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,45.66,S2,2025-06-26
2025-06-26 09:20:57,2025/6/26 9:21:59,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,61.84,S2,2025-06-26
2025-06-26 09:22:14,2025/6/26 9:22:19,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,4.94,S2,2025-06-26
2025-06-26 09:28:42,2025/6/26 9:29:33,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,50.77,S2,2025-06-26
2025-06-26 09:29:48,2025/6/26 9:30:13,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,25.7,S2,2025-06-26
2025-06-26 09:30:29,2025/6/26 9:30:46,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,16.44,S2,2025-06-26
2025-06-26 09:30:46,2025/6/26 9:30:48,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,1.68,S2,2025-06-26
2025-06-26 09:30:48,2025/6/26 9:30:49,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,1.38,S2,2025-06-26
2025-06-26 09:30:50,2025/6/26 9:31:20,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,29.87,S2,2025-06-26
2025-06-26 09:31:50,2025/6/26 9:32:25,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,35.36,S2,2025-06-26
2025-06-26 09:32:26,2025/6/26 9:34:12,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,106.05,S2,2025-06-26
2025-06-26 09:34:42,2025/6/26 9:36:18,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,95.8,S2,2025-06-26
2025-06-26 09:36:48,2025/6/26 9:38:18,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,90.1,S2,2025-06-26
2025-06-26 09:48:53,2025/6/26 9:53:46,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,293.68,S2,2025-06-26
2025-06-26 09:56:09,2025/6/26 9:56:51,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,42.11,S2,2025-06-26
2025-06-26 09:57:50,2025/6/26 9:58:27,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,36.49,S2,2025-06-26
2025-06-26 10:01:37,2025/6/26 10:02:13,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,36.21,S2,2025-06-26
2025-06-26 10:09:59,2025/6/26 10:10:11,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,12.06,S2,2025-06-26
2025-06-26 10:10:20,2025/6/26 10:10:22,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,1.59,S2,2025-06-26
2025-06-26 10:11:45,2025/6/26 10:12:01,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,15.52,S2,2025-06-26
2025-06-26 14:34:42,2025/6/26 14:35:52,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,69.83,S2,2025-06-26
2025-06-26 14:36:04,2025/6/26 14:36:08,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,3.97,S2,2025-06-26
2025-06-26 15:29:33,2025/6/26 15:30:37,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,63.65,S2,2025-06-26
2025-06-26 15:43:11,2025/6/26 15:43:27,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,15.71,S2,2025-06-26
2025-06-26 15:44:02,2025/6/26 15:45:21,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,79.72,S2,2025-06-26
2025-06-26 15:46:06,2025/6/26 15:46:28,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,21.65,S2,2025-06-26
2025-06-26 15:50:39,2025/6/26 15:51:13,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,34.13,S2,2025-06-26
2025-06-26 16:09:24,2025/6/26 16:09:31,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.16,S2,2025-06-26
2025-06-26 16:10:30,2025/6/26 16:10:45,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,14.87,S2,2025-06-26
2025-06-26 16:15:58,2025/6/26 16:16:48,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,50.11,S4,2025-06-26
2025-06-26 16:25:21,2025/6/26 16:25:47,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,25.98,S2,2025-06-26
2025-06-26 16:25:58,2025/6/26 16:26:36,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,37.9,S2,2025-06-26
2025-06-26 16:26:46,2025/6/26 16:26:49,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,2.91,S2,2025-06-26
2025-06-26 16:27:18,2025/6/26 16:27:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.52,S2,2025-06-26
2025-06-26 16:28:19,2025/6/26 16:28:27,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,8.38,S2,2025-06-26
2025-06-26 16:30:31,2025/6/26 16:30:37,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,6.06,S2,2025-06-26
2025-06-26 16:31:43,2025/6/26 16:31:48,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,5.04,S2,2025-06-26
2025-06-26 16:31:59,2025/6/26 16:32:18,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,19.01,S2,2025-06-26
2025-06-26 16:32:29,2025/6/26 16:32:36,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,7.02,S2,2025-06-26
2025-06-26 16:32:46,2025/6/26 16:33:11,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,25.6,S2,2025-06-26
